Ville,Titre,Lien,Description,Prix,Détails
le-havre,Appartement - 5 pièce(s) - 78 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285439184A1KIVHAP000,"Exclusivité ? grand appartement f5 avec balcon  résidence les peupliers, secteur recherché  sur sainte-marie, au 5? étage avec ascenseur. découvrez ce vaste appartement familial, lumineux et fonctionnel, idéal pour accueillir votre vie de tous les...",123 000 €1 577 € / m2,"5 pièces, 4
chambres, Ascenseur, Balcon, DPE :F367kWh/m².an77kg CO2/m².an"
le-havre,Appartement - 2 pièce(s) - 39 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286204392A1KIVHAP000,"Appartement t2  dans copropriété  composition de l'appartement t2 de 40 m² habitables  * entrée,  * séjour  * 1 chambre * cuisine semi-ouverte * salle de douche avec wc   appartement entretenu dans copropriété calme ! a voir absolument !...",99 000 €2 538 € / m2,"2 pièces, 1
chambre, DPE :E253kWh/m².an54kg CO2/m².an"
le-havre,Appartement - 5 pièce(s) - 123 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285170618A1KIVHAP000,"Votre agence l'adresse le havre vous présente cette nouveauté en plein coeur du havre ? quartier des halles centrales  au 3? étage avec ascenseur d'une copropriété bien entretenue, découvrez cet appartement t5 de 123 m² traversant et lumineux. il...",445 000 €3 618 € / m2,"5 pièces, 4
chambres, Ascenseur"
le-havre,Appartement - 1 pièce(s) - 30 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285995406A1KIVHAP000,Appartement de type f1 au rez-de-chaussée surélevé d'une copropriété.  composition de l'appartement de 30 m² :  * entrée avec rangements * cuisine aménagée et équipée * pièce à vivre * salle de douche avec wc  les plus :  * chauffage collectif...,69 000 €2 300 € / m2,"Studio - 1 pièce, DPE :E324kWh/m².an57kg CO2/m².an"
le-havre,Appartement - 2 pièce(s) - 43 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283842100A1KIVHAP000,"Votre agence l'adresse le havre vous propose ce 2 pièces vendu loué secteur plage dans une petite copropriété.  avec son exposition est/ouest il vous offre une cuisine, une chambre, une salle de douche et un séjour.   faibles charges de...",135 000 €3 140 € / m2,"2 pièces, 1
chambre, DPE :D216kWh/m².an46kg CO2/m².an"
le-havre,Appartement - 2 pièce(s) - 32 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283911048A1KIVHAP000,"Votre agence l'adresse le havre vous propose ce joli 2 pièces vendu loué secteur plage dans une petite copropriété avec une jolie vue dégagée sur la mer au dessus des toits.   avec son exposition est/ouest il vous offre une cuisine, un séjour, une...",103 000 €3 219 € / m2,"2 pièces, 1
chambre, DPE :E265kWh/m².an53kg CO2/m².an"
le-havre,Maison - 6 pièce(s) - 124 m²,https://www.paruvendu.fr/immobilier/vente/maison/1285821740A1KIVHMN000,Maison d'habitation de type 6  de 124 m²  habitables et 500 m² de terrain.  composition de la maison de 124 m² habitables :  au rez-de-chaussée :   * entrée * cuisine aménagée * séjour/ salle à manger * véranda de 27 m² *  2 chambres *  wc...,229 000 €1 847 € / m2,"6 pièces, 5
chambres, DPE :F25kWh/m².an67kg CO2/m².an"
le-havre,Appartement - 3 pièce(s) - 81 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285506303A1KIVHAP000,"Votre agence l'adresse vous présente cette nouveauté,   face à mer, très bel appartement offrant le charme de l'ancien dans un immeuble avec ascenseur,  en très bon état, il comprend une vaste entrée de 12m2, un séjour avec balconnet, un salon ou...",349 000 €4 309 € / m2,"3 pièces, 2
chambres, Garage, Ascenseur, DPE :D159kWh/m².an34kg CO2/m².an"
le-havre,Appartement - 3 pièce(s) - 70 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1282853416A1KIVHAP000,"Idéal investisseur souhaitant réaliser un déficit foncier  appartement à rénover offrant une très belle rentabilité locative.  situé dans la résidence caravelle cormorans,  sur caucriauville, prochainement certifiée bâtiment basse consommation...",54 000 €771 € / m2,"3 pièces, 1
chambre, Garage, Ascenseur, Balcon, DPE :D244kWh/m².an43kg CO2/m².an"
le-havre,Appartement - 2 pièce(s) - 32 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283113458A1KIVHAP000,Appartement de type 2 au 2ème étage d'une  copropriété.  composition de l'appartement de 32 m² habitables  au 2ème étage de la copropriété :  *  cuisine équipée *  séjour *  1 chambre *  salle de douche * wc indépendant  appartement en parfait...,81 500 €2 547 € / m2,"2 pièces, 1
chambre, DPE :F450kWh/m².an13kg CO2/m².an"
le-havre,Immeuble - 4 pièce(s) - 100 m²,https://www.paruvendu.fr/immobilier/vente/immeuble/1281158003A1KIVHIM000,"Découvrez cet ensemble immobilier idéalement situé dans le quartier du rond-point,  dans une  copropriété fermée et au calme, cet ensemble se situe à 2 minutes à pied des transports en commun et des commerces.  avec sa rentabilité de 7,% son prix,...",167 000 €1 670 € / m2,"4 pièces, DPE :E239kWh/m².an9kg CO2/m².an"
le-havre,Appartement - 3 pièce(s) - 73 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1281963575A1KIVHAP000,"Appartement f3 - 73m² avec balcon  6ème étage avec ascenseur, logement en parfait état comprenant : *  entrée  * séjour lumineux avec balcon  * deux belles chambres  * cuisine séparée * salle de bains et wc séparés * rangements et dressing   situé...",81 000 €1 110 € / m2,"3 pièces, 2
chambres, Garage, Ascenseur, Balcon"
le-havre,Appartement - 5 pièce(s) - 84 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1281197963A1KIVHAP000,Appartement de type 5 situé au rez-de-chaussée surélevé  résidence caravelle cormorans.  composition de l'appartement de 84 m² habitables  * entrée * cuisine * séjour - salon * 4 chambres * salle de douche * wc indépendant * rangements...,98 000 €1 167 € / m2,"5 pièces, 4
chambres, Ascenseur, DPE :D207kWh/m².an2kg CO2/m².an"
le-havre,Appartement - 3 pièce(s) - 73 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1281157956A1KIVHAP000,"Appartement vendu loué et rénové en 2023, offrant une belle rentabilité de + de 8 % sur caucriauville,   situé dans la résidence caravelle cormorans,  en cours de rénovation afin d'obtenir la certification bâtiment basse consommation d'ici le...",78 000 €1 068 € / m2,"3 pièces, 2
chambres, Garage, Ascenseur"
le-havre,Appartement - 3 pièce(s) - 72 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284507882A1KIVHAP000,Appartement de type 3/4 au 1er étage  d'une copropriété avec un garage privatif  composition de l'appartement de 72 m² habitables   au 1er étage de la copropriété :  * entrée avec rangements * cuisine aménagée et équipée * séjour avec balcon *...,179 000 €2 486 € / m2,"3 pièces, 2
chambres, Garage, Balcon"
le-havre,Parking / Garage,https://www.paruvendu.fr/immobilier/vente/parking-garage/1281157951A1KIVHPK000,"Votre agence l'adresse vous propose à la vente en investissement,  1 emplacement de parking couvert  en sous-sol pour 1 petite voiture type fiat 500, twingo ou moto dans résidence rue franklin.    les dimensions sont environ : 2.2 large x  3.2...",12 000 €,
le-havre,Appartement - 1 pièce(s) - 19 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284056985A1KIVHAP000,"Efficience groupe, spécialiste en investissement lmnp, vous propose un studio de 18.55m2 au sein d'une résidence affaire et tourisme..  la résidence est située à 15 min à pied de la gare, et environ 30 min à pied du centre ville. grâce au bail...",61 832 €3 254 € / m2,"Studio - 1 pièce, 1
chambre, Ascenseur, DPE :D230kWh/m².an10kg CO2/m².an"
le-havre,Maison - 3 pièce(s) - 52 m²,https://www.paruvendu.fr/immobilier/vente/maison/1284387693A1KIVHMN000,Secteur des acacias - maison idéalement située dans le secteur calme et recherché des acacias. cette charmante maison d'environ 52 m² saura vous séduire par sa fonctionnalité et son agencement optimisé. elle se compose d'un séjour/salon lumineux...,149 000 €2 865 € / m2,"3 pièces, 1
chambre, DPE :E290kWh/m².an64kg CO2/m².an"
le-havre,Appartement - 2 pièce(s) - 42 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283992978A1KIVHAP000,"À découvrir avec upf-conseil immobilier : appartement t2 spécial investisseur   rentabilité nette de 5,7 %   à deux pas du port du havre et à proximité de la mer.   situé dans un quartier prisé, ce t2, d'une surface totale de 42 m2, se compose...",125 500 €2 988 € / m2,"2 pièces, 1
chambre, Garage, DPE :D167kWh/m².an31kg CO2/m².an"
le-havre,Maison - 4 pièce(s) - 80 m²,https://www.paruvendu.fr/immobilier/vente/maison/1278701263A1KIVHMN000,"Le havre - ville basse / proximitÉ parc hauser, venez découvrir cette maison atypique à la décoration actuelle. vous disposerez d'un bel espace de vie ouvert sur la cuisine aménagée et équipée, d'une chambre avec dressing, d'un coin salon pouvant...",169 000 €2 113 € / m2,"4 pièces, 2
chambres, DPE :C122kWh/m².an4kg CO2/m².an"
le-havre,Maison - 4 pièce(s) - 107 m²,https://www.paruvendu.fr/immobilier/vente/maison/1286217949A1KIVHMN000,Iad france  - andréa degueure vous propose: le havre  - les neiges  - maison recente  - 107 m2  - situee dans une impasse  - aucun vis a vis  - 3 chambres / 1 bureau  - 2 salles de bain  - 2 wc  - garage et stationnement.  cette maison est vendue...,210 000 €1 963 € / m2,"Exclusivité, 4 pièces, Terrain 300 m2, DPE :D162kWh/m².an32kg CO2/m².an"
le-havre,Maison - 4 pièce(s) - 95 m²,https://www.paruvendu.fr/immobilier/vente/maison/1286217933A1KIVHMN000,Iad france  - andréa degueure vous propose: le havre  - les neiges  - maison de plain pied de 2010 de 93 m2  - parcelle de 300m2  - situee dans une impasse  - aucun vis a vis  - 3 chambres  - garage et stationnement.  cette maison est vendue...,190 000 €2 000 € / m2,"Exclusivité, 4 pièces, Terrain 300 m2, DPE :D155kWh/m².an30kg CO2/m².an"
le-havre,Appartement - 1 pièce(s) - 25 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286878144A1KIVHAP000,"Iad france  - emilie vallee vous propose: en exclusivité *** le havre : plage  - saint vincent  ***   idéal investisseurs ou 1ère acquisition, appartement à rénover.  découvrez cette belle opportunité située à deux pas de la plage, des commerces...",73 000 €2 920 € / m2,"Exclusivité, Studio - 1 pièce, DPE :G537kWh/m².an71kg CO2/m².an"
le-havre,Maison - 5 pièce(s) - 137 m²,https://www.paruvendu.fr/immobilier/vente/maison/1285935564A1KIVHMN000,Iad france  - ali zekrini vous propose: *** rare a la vente *** le havre *** observatoire *** maison contemporaine de 2024 en cours d'achevement *** vie de pain-pied *** volume et luminosite pour cette maison familiale de 137 m 2 avec garage 2...,359 000 €2 620 € / m2,"5 pièces, 3
chambres, Terrain 135 m2, DPE :A32kWh/m².an1kg CO2/m².an"
le-havre,Appartement - 3 pièce(s) - 65 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285413980A1KIVHAP000,"Dans le quartier d'aplemont, limitrophe à caucriauville, venez découvrir cet appartement de 65 m² situé au 2? étage d'une petite copropriété bénévole (sans ascenseur), il vous séduira par sa luminosité, son calme et ses beaux volumes.  composition...",129 000 €1 985 € / m2,"3 pièces, 1
chambre, DPE :E255kWh/m².an55kg CO2/m².an"
le-havre,Appartement - 6 pièce(s) - 91 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283472468A1KIVHAP000,"Iad france  - julie prot vous propose: **nouveauté ** appartement 4 chambres, grand séjour, place de parking.  situé en centre ville du havre, cet appartement t6 spacieux et lumineux offre une surface de 92,62 m², idéale pour accueillir toute...",194 000 €2 132 € / m2,"6 pièces, 4
chambres, Garage, Balcon, DPE :E239kWh/m².an52kg CO2/m².an"
le-havre,Maison - 5 pièce(s) - 100 m²,https://www.paruvendu.fr/immobilier/vente/maison/1286914195A1KIVHMN000,"Maison de charme dans le secteur prisé de saint-vincent !    située dans le très recherché quartier de saint-vincent, à proximité de la plage et des commerces.  cette maison ancienne a conservé tout son charme  : parquets, belle cage d'escalier et...",349 000 €3 490 € / m2,"5 pièces, 3
chambres, Terrain 70 m2, DPE :E297kWh/m².an46kg CO2/m².an"
le-havre,Appartement - 2 pièce(s) - 59 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286946689A1KIVHAP000,"Découvrez cet agréable appartement de plus de 56 m2, situé au 1er étage d'un immeuble bien entretenu, il est vendu déjà loué - depuis 9 années - pour un investissement locatif serein.  rue demidoff, proche du tramway, de la gare et des commerces...",100 000 €1 695 € / m2,"Exclusivité, 2 pièces, 1
chambre, Garage"
le-havre,Appartement - 4 pièce(s) - 140 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286879263A1KIVHAP000,"Superbe appartement dans résidence de standing situé au coeur du centre ville, avec ascenseur.  il se compose d'une entrée, desservant un belle cuisine aménagée et équipée avec son coin repas.  un séjour salon spacieux et lumineux agréable à vivre...",455 000 €3 250 € / m2,"4 pièces, 3
chambres, Garage, Ascenseur, DPE :C123kWh/m².an15kg CO2/m².an"
le-havre,Maison - 7 pièce(s) - 160 m²,https://www.paruvendu.fr/immobilier/maison-neuve/1286659281A1KIVHMN000,"Rare sur le marché ! cette maison neuve au design contemporain offre un cadre de vie alliant modernité, confort et prestations haut de gamme. située dans le très prisé quartier des gobelins, elle se distingue par son architecture élégante, ses...",698 000 €4 363 € / m2,"7 pièces, 5
chambres"
le-havre,Maison - 4 pièce(s) - 96 m²,https://www.paruvendu.fr/immobilier/vente/maison/1282569139A1KIVHMN000,"*** secteur maréchal joffre*** maison f4, comprenant au rdc: entrée avec placards, séjour/salon  30 m2 environ avec bar et accès véranda de 13 m2, cuisine aménagée, sdd, wc.  au 1er étage: 2 chambres, bureau de 6 m2. possibilité de créer une...",199 000 €2 073 € / m2,"Exclusivité, 4 pièces, 2
chambres, Terrain 205 m2, DPE :E328kWh/m².an10kg CO2/m².an"
le-havre,Appartement - 5 pièce(s) - 104 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286502961A1KIVHAP000,"Rare : 5ème Étage - vue mer exceptionnelle !     venez découvrir cet appartement d'exception de 104 m2 situé au 5ème étage de la prestigieuse résidence de france, (résidence de standing des années 70 avec gardien et ascenseur) face à la mer et à...",496 000 €4 769 € / m2,"Exclusivité, 5 pièces, 3
chambres, Garage, Ascenseur, Balcon, DPE :D137kWh/m².an29kg CO2/m².an"
le-havre,Maison - 9 pièce(s) - 145 m²,https://www.paruvendu.fr/immobilier/vente/maison/1286192760A1KIVHMN000,"Le havre - graville : située à seulement quelques minutes du centre-ville et des écoles supérieurs, cette superbe maison entièrement rénovée offre un cadre de vie à la fois moderne, pratique et plein de charme. le quartier est en pleine évolution,...",399 000 €2 752 € / m2,"9 pièces, 8
chambres, DPE :E324kWh/m².an14kg CO2/m².an"
le-havre,Appartement - 4 pièce(s) - 88 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286020830A1KIVHAP000,"T4 caucriauville de 84.54 m2 - le havre, caucriauville, un appartement t4 de 88m2 au 4ème étage dans résidence sécurisée avec ascenseur, comprenant : entrée, séjour salon, cuisine séparée, trois chambres, salle de bains, toilettes séparés,...",73 000 €830 € / m2,"4 pièces, 3
chambres, Ascenseur, DPE :C167kWh/m².an27kg CO2/m².an"
le-havre,Appartement - 5 pièce(s) - 124 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286020848A1KIVHAP000,"Résidence de france t5 de 125m2 - le havre, résidence de france, bel appartement t5 de 125m2 au 2ème étage d'une résidence sécurisée avec ascenseur, comprenant : entrée avec placard, séjour salon lumineux accès grande terrasse exposition sud,...",373 000 €3 008 € / m2,"Exclusivité, 5 pièces, 4
chambres, Garage, Ascenseur, Balcon, DPE :D190kWh/m².an37kg CO2/m².an"
le-havre,Appartement - 2 pièce(s) - 52 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286020854A1KIVHAP000,"T2 de 51 m2 - le havre, secteur bléville, un appartement t2 de 51m2 au 1er étage dans résidence sécurisée avec ascenseur, comprenant : une entrée, un séjour salon avec accès balcon/loggia, une cuisine séparée avec arrière cuisine/buanderie, une...",94 000 €1 808 € / m2,"2 pièces, 1
chambre, Ascenseur, Balcon, DPE :D230kWh/m².an49kg CO2/m².an"
le-havre,Appartement - 3 pièce(s) - 64 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286020823A1KIVHAP000,"T3 le havre universités - le havre, secteur universités, un appartement t3 de 62.90 m2 au 1er étage avec parking privatif dans résidence sécurisée récente avec ascenseur, comprenant : entrée, séjour salon avec accès balcon, cuisine séparée, 2...",127 000 €1 984 € / m2,"Exclusivité, 3 pièces, 2
chambres, Garage, Ascenseur, Balcon, DPE :D184kWh/m².an5kg CO2/m².an"
le-havre,Appartement - 1 pièce(s) - 20 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286020829A1KIVHAP000,"Studio de 20.10m2 universités - le havre, universités, idéal investissement, un studio de 20.10m2 au 4ème étage dans une résidence sécurisée avec ascenseur, comprenant : entrée, kitchenette, pièce à vivre, salles de bains avec water-closet. la...",55 000 €2 750 € / m2,"Exclusivité, Studio - 1 pièce, Ascenseur, DPE :C223kWh/m².an6kg CO2/m².an"
le-havre,Appartement - 2 pièce(s) - 46 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286020841A1KIVHAP000,"T2 de 45 m2 les docks - le havre, secteur les docks, un appartement t2 de 46m2 loué au 5ème étage dans une résidence sécurisée avec ascenseur, comprenant : une entrée, un séjour salon, une cuisine séparée, une chambre, salle de bains avec w.c. une...",127 000 €2 761 € / m2,"Exclusivité, 2 pièces, 1
chambre, Garage, Ascenseur, DPE :C96kWh/m².an16kg CO2/m².an"
le-havre,Appartement - 5 pièce(s) - 110 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286020825A1KIVHAP000,"T5 de 109.57m2 centre ville - le havre, secteur palais de justice/bassin du commerce, un appartement t5 de 109.57m2 au 2ème étage d'une résidence sécurisée, comprenant : grande entrée, séjour salon lumineux de 26m2, cuisine séparée + arrière...",225 000 €2 045 € / m2,"5 pièces, 4
chambres, Garage, DPE :D197kWh/m².an43kg CO2/m².an"
le-havre,Appartement - 2 pièce(s) - 41 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286187751A1KIVHAP000,"Vente d'un appartement t2 (41 m²) idéalement situé au cur du havre, à deux pas des halles centrales. - le havre - hôtel de ville - À vendre nous vous proposons un appartement t2 idéalement situé au cur du centre-ville du havre, dans le quartier...",145 000 €3 537 € / m2,"2 pièces, 1
chambre, DPE :E328kWh/m².an13kg CO2/m².an"
le-havre,Appartement - 1 pièce(s) - 36 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286020826A1KIVHAP000,"T1 bis acacias - le havre, secteur acacias, un appartement t1 bis de 36m2 au 3ème étage dans une résidence sécurisée avec ascenseur avec place de parking privative et cave, comprenant : entrée avec placard, pièce à vivre accès balcon exposition...",104 000 €2 889 € / m2,"Studio - 1 pièce, Garage, Ascenseur, Balcon, DPE :G468kWh/m².an102kg CO2/m².an"
le-havre,Appartement - 5 pièce(s) - 118 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286020844A1KIVHAP000,"T5 de 117m2 saint roch - le havre, saint roch, bel appartement t5 de 117m2 au 4ème et dernier étage d'une résidence sécurisée avec ascenseur, comprenant : une entrée avec dressing donnant sur séjour salon lumineux accès balcon exposition ouest,...",354 500 €3 004 € / m2,"5 pièces, 3
chambres, Garage, Ascenseur, Balcon, DPE :D244kWh/m².an43kg CO2/m².an"
le-havre,Appartement - 2 pièce(s) - 50 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286020850A1KIVHAP000,"T2 caucriauville - le havre, secteur caucriauville, un appartement t2 de 50.20m2 au 4ème étage dans résidence avec ascenseur, comprenant : entrée avec placard, séjour salon accès balcon, cuisine séparée avec arrière cuisine, une chambre avec accès...",56 000 €1 120 € / m2,"2 pièces, 1
chambre, Ascenseur, Balcon, DPE :D225kWh/m².an37kg CO2/m².an"
le-havre,Appartement - 2 pièce(s) - 43 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286020832A1KIVHAP000,"T2 de 42m2 universités avec parking - le havre, secteur universités, un appartement t2 avec place de stationnement privative, dans résidence sécurisée avec ascenseur, comprenant : entrée avec placard, séjour salon accès balcon, cuisine séparée,...",90 500 €2 105 € / m2,"Exclusivité, 2 pièces, 1
chambre, Garage, Ascenseur, Balcon, DPE :D200kWh/m².an6kg CO2/m².an"
le-havre,Appartement - 1 pièce(s) - 17 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286020838A1KIVHAP000,"Un studio de 17m2 neuf - le havre, quartier de l'eure/saint nicolas, un studio neuf au 6ème étage avec ascenseur dans résidence étudiante neuve de 2024, comprenant : entrée, kitchenette, pièce de vie, salle de bains avec w.c. a disposition salle...",110 000 €6 471 € / m2,"Exclusivité, Studio - 1 pièce, 1
chambre, Ascenseur, DPE :C114kWh/m².an13kg CO2/m².an"
le-havre,Appartement - 4 pièce(s) - 101 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286932817A1KIVHAP000,"T4 résidence de france - exclusivité - résidence de france - appartement t4 de 100.73m2 en rez-de-chaussée surélevé comprenant : entrée, séjour salon de 24.91 m2, cuisine américaine aménagée équipée, 3 chambres, 2 salles d'eau entièrement...",304 000 €3 010 € / m2,"Exclusivité, 4 pièces, 3
chambres, DPE :D209kWh/m².an41kg CO2/m².an"
le-havre,Appartement - 2 pièce(s) - 49 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286020831A1KIVHAP000,"T2 de 50m2 caucriauville - exclusivitÉ À vendre : venez découvrir cet appartement t2 de 50 m², dans la ville du havre (76610). il bénéficie d'une exposition ouest. il se compose comme suit : entrée, un salon/séjour de 20 m², une cuisine...",64 500 €1 316 € / m2,"Exclusivité, 2 pièces, 1
chambre, Ascenseur, DPE :D239kWh/m².an40kg CO2/m².an"
le-havre,Appartement - 3 pièce(s) - 74 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286020837A1KIVHAP000,"T3 de 74.28m2 - le havre, secteur sanvic, un appartement t3 de 74.28m2 au 4ème étage d'une résidence sécurisée avec ascenseur, comprenant : grande entrée avec placard, séjour salon lumineux accès balcon exposition sud, cuisine avec...",142 000 €1 919 € / m2,"3 pièces, 2
chambres, Garage, Ascenseur, Balcon, DPE :F340kWh/m².an11kg CO2/m².an"
le-havre,Appartement - 3 pièce(s) - 65 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286020843A1KIVHAP000,"T3 de 65.36m2 centre ville - le havre, secteur rue de paris/les halles, un appartement t3 de 65.36 m2 au 2ème étage d'un résidence sécurisée, comprenant : une entrée, séjour salon, une cuisine séparée, deux chambres, une salle de douches,...",185 000 €2 846 € / m2,"Exclusivité, 3 pièces, 2
chambres, DPE :F339kWh/m².an74kg CO2/m².an"
le-havre,Appartement - 3 pièce(s) - 69 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286020849A1KIVHAP000,"T3 de 69m2 à caucriauville - le havre, secteur caucriauville, un appartement t3 de 69m2 au 5ème et dernier étage d'une résidence avec ascenseur, comprenant : une entrée avec vestiaire, séjour salon lumineux exposition sud avec vue dégagée, cuisine...",69 900 €1 013 € / m2,"3 pièces, 2
chambres, Ascenseur, DPE :E309kWh/m².an64kg CO2/m².an"
le-havre,Appartement - 3 pièce(s) - 69 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286020855A1KIVHAP000,"T3 de 70m2 secteur sainte marie - le havre, secteur sainte marie/université, un appartement t3 de 69.22m2 dans une résidence sécurisée avec ascenseur, comprenant : une entrée, un séjour salon lumineux accès terrasse, cuisine séparée, deux...",127 000 €1 841 € / m2,"Exclusivité, 3 pièces, 2
chambres, Garage, Ascenseur, Balcon, DPE :D222kWh/m².an7kg CO2/m².an"
le-havre,Appartement - 3 pièce(s) - 76 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286003402A1KIVHAP000,"T3 plage - le havre, secteur plage/port de plaisance, un appartement t3 de 75.82m2 en entresol dans résidence neuve et sécurisée, comprenant : entrée, séjour salon lumineux accès balcon sud ouest vue port de plaisance, cuisine américaine, 2...",434 000 €5 711 € / m2,"3 pièces, 5
chambres, Balcon, DPE :B67kWh/m².an9kg CO2/m².an"
le-havre,Appartement - 2 pièce(s) - 43 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286164658A1KIVHAP000,"Vente d'un appartement t2 (43 m²) au cur du centre-ville du havre ! - le havre - thiers - À vendre : appartement t2 au cur du centre-ville du havre découvrez cet appartement t2 idéalement situé dans le quartier animé de thiers, au havre. avec...",120 000 €2 791 € / m2,"Exclusivité, 2 pièces, 1
chambre, Ascenseur, DPE :F369kWh/m².an21kg CO2/m².an"
le-havre,Appartement - 2 pièce(s) - 43 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286164664A1KIVHAP000,"Vente d'un appartement t2 (43 m²) avec balcon et garage en plein coeur du centre-ville du havre. - le havre - sainte marie - À vendre : appartement t2 situé dans le quartier de sainte marie. ce bien immobilier offre une surface habitable de 43 m²,...",78 000 €1 814 € / m2,"2 pièces, 1
chambre, Garage, Ascenseur, Balcon, DPE :E308kWh/m².an67kg CO2/m².an"
le-havre,Appartement - 3 pièce(s) - 65 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286164661A1KIVHAP000,"Un cadre de vie dynamique entre ville et port - le havre - saint nicolas - idéalement situé entre le centre-ville et le port, ce quartier en plein essor a connu une transformation urbaine remarquable ces dernières années. les anciennes friches...",249 000 €3 831 € / m2,"Exclusivité, 3 pièces, 2
chambres, DPE :B667kWh/m².an7kg CO2/m².an"
le-havre,Appartement - 4 pièce(s) - 73 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286164667A1KIVHAP000,"Vente d'un appartement t4 (72 m²) au cur du centre-ville du havre, secteur sainte marie. - le havre - sainte marie - À vendre : appartement t4 au cur du centre-ville du havre, dans le quartier de sainte marie. ce bien immobilier de 72 m² se...",94 000 €1 288 € / m2,"Exclusivité, 4 pièces, 2
chambres, DPE :E266kWh/m².an58kg CO2/m².an"
le-havre,Parking / Garage,https://www.paruvendu.fr/immobilier/vente/parking-garage/1286164679A1KIVHPK000,"Vente de 6 emplacements de parking en sous-sol à le havre - caucriauville. - le havre - caucriauville - À vendre : 6 emplacement de parkings havre- caucriauville ! nous vous proposons un ensemble de 6 emplacements de parkings en sous-sol,...",29 000 €,Exclusivité
le-havre,Appartement - 3 pièce(s) - 64 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286020823A1KIVHAP000,"T3 le havre universités - le havre, secteur universités, un appartement t3 de 62.90 m2 au 1er étage avec parking privatif dans résidence sécurisée récente avec ascenseur, comprenant : entrée, séjour salon avec accès balcon, cuisine séparée, 2...",127 000 €1 984 € / m2,"Exclusivité, 3 pièces, 2
chambres, Garage, Ascenseur, Balcon, DPE :D184kWh/m².an5kg CO2/m².an"
le-havre,Appartement - 1 pièce(s) - 20 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286020829A1KIVHAP000,"Studio de 20.10m2 universités - le havre, universités, idéal investissement, un studio de 20.10m2 au 4ème étage dans une résidence sécurisée avec ascenseur, comprenant : entrée, kitchenette, pièce à vivre, salles de bains avec water-closet. la...",55 000 €2 750 € / m2,"Exclusivité, Studio - 1 pièce, Ascenseur, DPE :C223kWh/m².an6kg CO2/m².an"
le-havre,Appartement - 2 pièce(s) - 46 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286020841A1KIVHAP000,"T2 de 45 m2 les docks - le havre, secteur les docks, un appartement t2 de 46m2 loué au 5ème étage dans une résidence sécurisée avec ascenseur, comprenant : une entrée, un séjour salon, une cuisine séparée, une chambre, salle de bains avec w.c. une...",127 000 €2 761 € / m2,"Exclusivité, 2 pièces, 1
chambre, Garage, Ascenseur, DPE :C96kWh/m².an16kg CO2/m².an"
